,DSC03939,DSC03931,DSC03935,DSC04873,test,DSC04879,DSC04885
0,0.015086634970000304,0.025787720260633386,0.013363466805571891,0.010510873595460334,0.25413299044819987,0.008101506423349145,0.0057213912596694545
1,0.00018073183868699214,0.0004361729171405253,0.00023356241493455212,0.000245844819525721,0.0017266715650257165,0.00022008620042850117,8.920160991065567e-06
2,0.0005046176090072454,0.0019667919883330433,0.0011627711592425184,0.001009575857232674,0.0017450404114621601,0.0007669670620993222,0.00013023435046955728
3,0.0004652502778080986,0.0015761094981335546,0.00048560818644665873,0.000538037432896455,0.0,0.000628579526981401,4.281677275711472e-05
4,0.0011971247532831459,0.003240523942682062,0.001492110967351671,0.0013037835920749303,0.0017266715650257165,0.0009370336715213459,0.00020337967059629492
5,0.001673111575963739,0.003818519955579936,0.0016231747685379666,0.0009813641566313617,0.002626745040411462,0.0011054329612431536,0.00020159563839808182
6,0.0007086119615846425,0.001570757683199315,0.0006687614470787895,0.0007012622720897616,7.347538574577516e-05,0.0007452919059965153,0.00016234693003739332
7,0.0010664967906677952,0.0038238717705141754,0.0014837094416346008,0.0015798552336734857,0.0016531961792799412,0.001683992897218077,0.00017840321982131135
8,0.0011416526047752574,0.0036392341552829105,0.0015979701913867558,0.0013319952926762425,0.0017266715650257165,0.0014589047376889282,0.00016234693003739332
9,0.00190931556315862,0.003668669137421228,0.0019676373229378457,0.0011949670326127258,0.0017450404114621601,0.0008770101623135729,0.00032469386007478665
10,0.006789075207707408,0.01242156246237005,0.00659015677246988,0.005051909529106414,0.00011021307861866275,0.004083265945828783,0.0013344560842634089
11,0.0007104013857300582,0.002022986045142559,0.0011560499386688622,0.0009430768486724379,0.002498163115356356,0.0010237342959325737,0.00018910741301059002
12,0.008365557879818696,0.01898823938668201,0.009100532656730461,0.004721429607776757,0.0017266715650257165,0.004751861145615366,0.0012327662489652613
13,0.0016623750310912446,0.004631995825584352,0.00220624065330264,0.0017471103158098371,0.0017266715650257165,0.001987445082657374,0.00044243998515685213
14,0.0005726157265330444,0.001217537897539503,0.0008737586745753028,0.0008120939530234882,0.0,0.0011687911098513584,0.0002622527331373277
15,0.005661737996095476,0.01317349246063071,0.00719674692924235,0.0056765971852783285,0.001763409257898604,0.0062891299092144425,0.0016199012359775068
16,0.010414448526319744,0.017500434834963406,0.010446457076605112,0.006909851525849978,0.002645113886847906,0.005333755720990721,0.0019891959010076214
17,0.004024414903040053,0.00828728542566998,0.005126610992556248,0.003993970756557205,7.347538574577516e-05,0.004700174234908673,0.0013879770502098021
18,0.005504268671298889,0.010393224602293253,0.0070908877052072656,0.004884654446970063,0.0016531961792799412,0.005165356431268913,0.0020855336397111296
19,0.005413008039882685,0.0069948221190511235,0.004493135953489154,0.004411100901162322,0.0017817781043350477,0.005228714579877118,0.002153326863243228
20,0.008200930858440446,0.01508141448468712,0.01063297094752407,0.006821186181102997,0.004537105069801616,0.008648387285019966,0.0030774555419176204
21,0.015158211935816934,0.018980211664280648,0.016431703997445937,0.010156212216472409,3.673769287288758e-05,0.011401132110076446,0.00470984500328262
22,0.01678658790814528,0.019815094794022024,0.017780989027607413,0.009495252373813094,0.0017450404114621601,0.012569923219927805,0.005794536579796192
23,0.01224145057878924,0.010355761897753576,0.010995916858501504,0.008620689655172414,0.002020573108008817,0.009823847673672188,0.00496852967202352
24,0.012264713092679645,0.011123747340816954,0.01217885167946499,0.008219680482339476,0.0018185157972079354,0.009992246963393996,0.005994348185996061
25,0.013268580038257888,0.015199154413240391,0.014600171391124628,0.007318921184569006,0.0007347538574577516,0.009190266187590139,0.005712471098678389
26,0.046489239297901545,0.033472926506201414,0.03940147530791592,0.02313963985749061,0.002736958119030125,0.026243612081398547,0.017016099106556676
27,0.00718095909555346,0.008231091368860464,0.008715742778888647,0.005579871354645258,0.028030859662013227,0.00532208448308921,0.0023781149202180803
28,0.026592632225023664,0.013770219825798425,0.02169778031690555,0.014361770727539457,0.17029757531227038,0.01598626128567022,0.011078839950903434
29,0.01646628098611586,0.009496795600808124,0.013993581234352159,0.007840837645693282,0.002461425422483468,0.010152309654614724,0.007785516513002026
30,0.03828294016702485,0.02147415742363629,0.03470838304236049,0.019713933355902692,0.003159441587068332,0.021743516210515786,0.016648588473724774
31,0.02022943996392521,0.007872519768266414,0.014119604120108212,0.009910367396946687,0.0011756061719324026,0.010944286512217285,0.008661476322324665
32,0.031332816786230025,0.022274253756305106,0.029585132660091072,0.0185310570521191,0.0028655400440852313,0.01905746417346794,0.012723717637655924
33,0.028734572927086335,0.012346637053290697,0.01881437669080705,0.014722477470941948,0.001855253490080823,0.013780397322284562,0.01346052293551794
34,0.028378477522148598,0.014701435624356109,0.02297817283618705,0.01835372636262514,0.002755326965466569,0.017060015172609272,0.01640596009476779
35,0.014825379044769603,0.01168033609397787,0.01407759649152286,0.015381422192129741,9.184423218221895e-05,0.013408585029136411,0.012252733137327663
36,0.014517598091758092,0.008346155389946616,0.0093324147665216,0.014585449210878431,0.002112417340191036,0.012176435770676848,0.014356107099020923
37,0.024053439362678695,0.017125807789566638,0.021894376018684995,0.020384968805919623,0.00266348273328435,0.019819429276466616,0.018518254217452117
38,0.0064347692269150865,0.00527688952516022,0.0053383294406264175,0.013878141574374104,0.001855253490080823,0.01572449209273632,0.015711971569662888
39,0.004835024040913394,0.003556281023802197,0.005477794767529783,0.011867050345794845,0.00011021307861866275,0.014900836160829658,0.01354080438443753
40,0.015197579267016082,0.0165799226662742,0.017083662393090584,0.021182956908642452,0.001947097722263042,0.02162847115120089,0.02401664145234493
41,0.009653943264518046,0.008629801581461313,0.01099423655335809,0.017817704051200207,0.0032329169728141072,0.02283227597475678,0.017417506351154625
42,0.011845987842652356,0.009906209443277452,0.013681044477677146,0.016070593735390368,0.00029390154298310065,0.017035005377106033,0.015513943995661235
43,0.010271294594686484,0.006200077601316546,0.013884361400030246,0.026099853299156872,0.001965466568699486,0.028792943903028688,0.033668255644677875
44,0.005854995803800379,0.0052661858952917405,0.007899114479189421,0.012320452676887363,0.0018001469507714916,0.011544521604295015,0.016500513801273084
45,0.011917564808468986,0.008999076811923844,0.013269369717540705,0.017604101175218843,0.0018736223365172667,0.01611631222228706,0.02274284246282077
46,0.0005099858814434926,0.0002863220989818172,0.0013459244198746492,0.010770824265286711,0.00014695077149155033,0.011086008686735638,0.021754488625010705
47,0.004992493365709981,0.0018918665792536894,0.006213768420345134,0.009870064967516242,0.00319617927994122,0.011604545113502788,0.020238061256529556
48,0.009328268070052376,0.008354183112347976,0.01323408330952901,0.01536328609888604,0.002443056576047024,0.020611406134069178,0.029614934490337683
49,0.0003525165566469055,0.00010703629868479148,0.0007863828071177725,0.006035288807209298,9.184423218221895e-05,0.016037948196376915,0.0189375017840322
50,0.009949198248511646,0.010315623285746778,0.012998840589451045,0.009138575873353646,0.002534900808229243,0.02002617691929339,0.01683591185453715
51,0.012524179593764931,0.005999384541282562,0.01626367348310453,0.0179164450033048,0.0018185157972079354,0.031453986144573294,0.026696257814061028
52,0.010443079312646398,0.004621292195715872,0.01184615126106901,0.011296770969354032,0.002645113886847906,0.026893866764482757,0.01727121571090115
53,0.00026841362181236457,0.00025153530190925996,0.0008132676894123973,0.012525995066982638,0.0002020573108008817,0.030020091202387602,0.021413738475152
54,0.0018824742009773835,0.0006877082190497852,0.0029943037655638266,0.014315422933694442,0.0019103600293901542,0.024754695589105733,0.021704535723460736
55,0.00227256866467802,0.0008696699268139307,0.004340228185438476,0.02441722687043575,0.001855253490080823,0.027712520737288773,0.030831644449519024
56,0.0031314922544775866,0.0012951392140859769,0.003587451481188984,0.0240242781834889,0.002883908890521675,0.01898410210665844,0.026021893643136472
57,0.004681133564407638,0.0019186256539248873,0.006343151916388016,0.02390740113814061,0.0002755326965466569,0.01731844972614274,0.028080666799874403
58,0.0003704107981010631,0.0003104052661858953,0.0010569119352074336,0.01911342715738905,0.002351212343864805,0.011194384467249673,0.024864056746496162
59,3.5788482908315276e-06,2.675907467119787e-05,8.40152571707022e-06,0.007639325498541052,0.00470242468772961,0.0037631405633873267,0.009578468872206206
60,0.021716451428765708,0.0241126021862164,0.02806445650530136,0.028735632183908046,0.027608376193975017,0.019489299975823864,0.03045521365569606
61,0.0005278801228976503,0.0002274521347051819,0.0008199889099860534,0.011566797246538021,0.0018185157972079354,0.008423299125490818,0.016718165729455087
